user_id,step,completion_date
4a5360fc-167e-401b-b721-057a3e6741f9,SignUp,2024-04-28 00:00:00
4a5360fc-167e-401b-b721-057a3e6741f9,ProfileCreation,2024-04-29 00:00:00
4a5360fc-167e-401b-b721-057a3e6741f9,Tutorial,2024-05-02 00:00:00
4a5360fc-167e-401b-b721-057a3e6741f9,FirstAction,2024-05-04 00:00:00
4a5360fc-167e-401b-b721-057a3e6741f9,Completed,2024-05-04 00:00:00
d6ca5a94-85c2-45ca-a748-a02530a88139,SignUp,2023-10-27 00:00:00
d6ca5a94-85c2-45ca-a748-a02530a88139,ProfileCreation,2023-10-30 00:00:00
d6ca5a94-85c2-45ca-a748-a02530a88139,Tutorial,2023-10-30 00:00:00
d6ca5a94-85c2-45ca-a748-a02530a88139,FirstAction,2023-11-02 00:00:00
d6ca5a94-85c2-45ca-a748-a02530a88139,Completed,2023-11-05 00:00:00
080fb700-ae37-4baa-a47d-323e27f854d8,SignUp,2023-07-14 00:00:00
080fb700-ae37-4baa-a47d-323e27f854d8,ProfileCreation,2023-07-16 00:00:00
080fb700-ae37-4baa-a47d-323e27f854d8,Tutorial,2023-07-16 00:00:00
080fb700-ae37-4baa-a47d-323e27f854d8,FirstAction,2023-07-18 00:00:00
080fb700-ae37-4baa-a47d-323e27f854d8,Completed,2023-07-19 00:00:00
b99ecd9e-1998-4e2d-bfe9-df4127101a22,SignUp,2024-04-04 00:00:00
b99ecd9e-1998-4e2d-bfe9-df4127101a22,ProfileCreation,2024-04-06 00:00:00
b99ecd9e-1998-4e2d-bfe9-df4127101a22,Tutorial,2024-04-06 00:00:00
df28fdad-ea8f-42af-b471-97bbdfda42fc,SignUp,2023-03-07 00:00:00
df28fdad-ea8f-42af-b471-97bbdfda42fc,ProfileCreation,2023-03-10 00:00:00
df28fdad-ea8f-42af-b471-97bbdfda42fc,Tutorial,2023-03-10 00:00:00
df28fdad-ea8f-42af-b471-97bbdfda42fc,FirstAction,2023-03-10 00:00:00
df28fdad-ea8f-42af-b471-97bbdfda42fc,Completed,2023-03-13 00:00:00
da95c850-843b-4d0d-b902-6f6bf6c07233,SignUp,2023-06-16 00:00:00
da95c850-843b-4d0d-b902-6f6bf6c07233,ProfileCreation,2023-06-17 00:00:00
da95c850-843b-4d0d-b902-6f6bf6c07233,Tutorial,2023-06-17 00:00:00
da95c850-843b-4d0d-b902-6f6bf6c07233,FirstAction,2023-06-17 00:00:00
da95c850-843b-4d0d-b902-6f6bf6c07233,Completed,2023-06-20 00:00:00
bf7067f1-216c-48af-a0c6-37c150f92992,SignUp,2024-06-25 00:00:00
bf7067f1-216c-48af-a0c6-37c150f92992,ProfileCreation,2024-06-26 00:00:00
bf7067f1-216c-48af-a0c6-37c150f92992,Tutorial,2024-06-28 00:00:00
5cf347a8-90a3-4a2d-b30a-5ce1b473eabb,SignUp,2024-05-03 00:00:00
5cf347a8-90a3-4a2d-b30a-5ce1b473eabb,ProfileCreation,2024-05-03 00:00:00
5cf347a8-90a3-4a2d-b30a-5ce1b473eabb,Tutorial,2024-05-06 00:00:00
5cf347a8-90a3-4a2d-b30a-5ce1b473eabb,FirstAction,2024-05-08 00:00:00
5cf347a8-90a3-4a2d-b30a-5ce1b473eabb,Completed,2024-05-11 00:00:00
a0121c11-4b1e-48da-a4b1-5609753f0536,SignUp,2024-06-06 00:00:00
a0121c11-4b1e-48da-a4b1-5609753f0536,ProfileCreation,2024-06-07 00:00:00
a0121c11-4b1e-48da-a4b1-5609753f0536,Tutorial,2024-06-08 00:00:00
a0121c11-4b1e-48da-a4b1-5609753f0536,FirstAction,2024-06-11 00:00:00
398eb354-f54a-4ce5-82b5-24f46bdc6769,SignUp,2023-03-14 00:00:00
398eb354-f54a-4ce5-82b5-24f46bdc6769,ProfileCreation,2023-03-17 00:00:00
398eb354-f54a-4ce5-82b5-24f46bdc6769,Tutorial,2023-03-20 00:00:00
398eb354-f54a-4ce5-82b5-24f46bdc6769,FirstAction,2023-03-21 00:00:00
398eb354-f54a-4ce5-82b5-24f46bdc6769,Completed,2023-03-21 00:00:00
4644af1a-9307-4d65-9624-f180ee0c857e,SignUp,2023-01-11 00:00:00
4644af1a-9307-4d65-9624-f180ee0c857e,ProfileCreation,2023-01-13 00:00:00
4644af1a-9307-4d65-9624-f180ee0c857e,Tutorial,2023-01-13 00:00:00
4644af1a-9307-4d65-9624-f180ee0c857e,FirstAction,2023-01-16 00:00:00
87c1ed4f-cf8c-4741-a1cc-ca0f8d432577,SignUp,2023-01-04 00:00:00
87c1ed4f-cf8c-4741-a1cc-ca0f8d432577,ProfileCreation,2023-01-06 00:00:00
87c1ed4f-cf8c-4741-a1cc-ca0f8d432577,Tutorial,2023-01-07 00:00:00
9d70ab6d-3d2f-472f-8433-9d9437da0c2e,SignUp,2023-03-23 00:00:00
9d70ab6d-3d2f-472f-8433-9d9437da0c2e,ProfileCreation,2023-03-23 00:00:00
9d70ab6d-3d2f-472f-8433-9d9437da0c2e,Tutorial,2023-03-23 00:00:00
9d70ab6d-3d2f-472f-8433-9d9437da0c2e,FirstAction,2023-03-23 00:00:00
9d70ab6d-3d2f-472f-8433-9d9437da0c2e,Completed,2023-03-23 00:00:00
4fdd6e93-a1a1-45b3-ae92-c842ea16c506,SignUp,2023-03-17 00:00:00
4fdd6e93-a1a1-45b3-ae92-c842ea16c506,ProfileCreation,2023-03-20 00:00:00
4fdd6e93-a1a1-45b3-ae92-c842ea16c506,Tutorial,2023-03-22 00:00:00
4fdd6e93-a1a1-45b3-ae92-c842ea16c506,FirstAction,2023-03-23 00:00:00
4fdd6e93-a1a1-45b3-ae92-c842ea16c506,Completed,2023-03-26 00:00:00
fe21447c-2f4c-439f-9579-32f21fe74fc2,SignUp,2023-02-08 00:00:00
fe21447c-2f4c-439f-9579-32f21fe74fc2,ProfileCreation,2023-02-11 00:00:00
fe21447c-2f4c-439f-9579-32f21fe74fc2,Tutorial,2023-02-11 00:00:00
fe21447c-2f4c-439f-9579-32f21fe74fc2,FirstAction,2023-02-14 00:00:00
a410f05c-1e2b-45db-bb4e-ea27bf16f1c6,SignUp,2023-01-16 00:00:00
a410f05c-1e2b-45db-bb4e-ea27bf16f1c6,ProfileCreation,2023-01-18 00:00:00
a410f05c-1e2b-45db-bb4e-ea27bf16f1c6,Tutorial,2023-01-20 00:00:00
a410f05c-1e2b-45db-bb4e-ea27bf16f1c6,FirstAction,2023-01-20 00:00:00
a410f05c-1e2b-45db-bb4e-ea27bf16f1c6,Completed,2023-01-22 00:00:00
6245285c-bab7-4444-87dd-2eea6dadb361,SignUp,2023-03-31 00:00:00
6245285c-bab7-4444-87dd-2eea6dadb361,ProfileCreation,2023-04-03 00:00:00
6245285c-bab7-4444-87dd-2eea6dadb361,Tutorial,2023-04-06 00:00:00
6245285c-bab7-4444-87dd-2eea6dadb361,FirstAction,2023-04-06 00:00:00
6245285c-bab7-4444-87dd-2eea6dadb361,Completed,2023-04-09 00:00:00
d0238f36-c049-4d1e-8bbb-f4ad6e3b914a,SignUp,2023-09-19 00:00:00
d0238f36-c049-4d1e-8bbb-f4ad6e3b914a,ProfileCreation,2023-09-22 00:00:00
d0238f36-c049-4d1e-8bbb-f4ad6e3b914a,Tutorial,2023-09-22 00:00:00
d0238f36-c049-4d1e-8bbb-f4ad6e3b914a,FirstAction,2023-09-24 00:00:00
d0238f36-c049-4d1e-8bbb-f4ad6e3b914a,Completed,2023-09-24 00:00:00
8a9d7ab7-ee10-4319-8fbb-c9d441970825,SignUp,2023-01-24 00:00:00
7195171c-9db8-4902-acf4-14aa82db79f8,SignUp,2023-04-12 00:00:00
7195171c-9db8-4902-acf4-14aa82db79f8,ProfileCreation,2023-04-13 00:00:00
7195171c-9db8-4902-acf4-14aa82db79f8,Tutorial,2023-04-16 00:00:00
7195171c-9db8-4902-acf4-14aa82db79f8,FirstAction,2023-04-18 00:00:00
7195171c-9db8-4902-acf4-14aa82db79f8,Completed,2023-04-20 00:00:00
68c48a8b-d17d-4e50-ac20-68c7857e1e9d,SignUp,2023-01-03 00:00:00
68c48a8b-d17d-4e50-ac20-68c7857e1e9d,ProfileCreation,2023-01-04 00:00:00
68c48a8b-d17d-4e50-ac20-68c7857e1e9d,Tutorial,2023-01-07 00:00:00
68c48a8b-d17d-4e50-ac20-68c7857e1e9d,FirstAction,2023-01-07 00:00:00
68c48a8b-d17d-4e50-ac20-68c7857e1e9d,Completed,2023-01-08 00:00:00
417bd82c-d88b-4f34-b497-597a51e68ff8,SignUp,2023-12-11 00:00:00
417bd82c-d88b-4f34-b497-597a51e68ff8,ProfileCreation,2023-12-11 00:00:00
417bd82c-d88b-4f34-b497-597a51e68ff8,Tutorial,2023-12-13 00:00:00
417bd82c-d88b-4f34-b497-597a51e68ff8,FirstAction,2023-12-15 00:00:00
417bd82c-d88b-4f34-b497-597a51e68ff8,Completed,2023-12-16 00:00:00
8885b48a-ad9e-41ad-a845-0f41135a160b,SignUp,2023-09-04 00:00:00
8885b48a-ad9e-41ad-a845-0f41135a160b,ProfileCreation,2023-09-06 00:00:00
8885b48a-ad9e-41ad-a845-0f41135a160b,Tutorial,2023-09-09 00:00:00
8885b48a-ad9e-41ad-a845-0f41135a160b,FirstAction,2023-09-10 00:00:00
8885b48a-ad9e-41ad-a845-0f41135a160b,Completed,2023-09-12 00:00:00
58a6642f-66cc-4749-afb5-851923efe54f,SignUp,2024-05-19 00:00:00
58a6642f-66cc-4749-afb5-851923efe54f,ProfileCreation,2024-05-20 00:00:00
58a6642f-66cc-4749-afb5-851923efe54f,Tutorial,2024-05-21 00:00:00
58a6642f-66cc-4749-afb5-851923efe54f,FirstAction,2024-05-21 00:00:00
58a6642f-66cc-4749-afb5-851923efe54f,Completed,2024-05-22 00:00:00
239f0503-32e0-46ad-a821-e09dda13d121,SignUp,2023-03-30 00:00:00
239f0503-32e0-46ad-a821-e09dda13d121,ProfileCreation,2023-04-02 00:00:00
239f0503-32e0-46ad-a821-e09dda13d121,Tutorial,2023-04-04 00:00:00
239f0503-32e0-46ad-a821-e09dda13d121,FirstAction,2023-04-04 00:00:00
239f0503-32e0-46ad-a821-e09dda13d121,Completed,2023-04-07 00:00:00
51661528-8230-475f-9759-9a3e98c19777,SignUp,2024-06-09 00:00:00
51661528-8230-475f-9759-9a3e98c19777,ProfileCreation,2024-06-09 00:00:00
51661528-8230-475f-9759-9a3e98c19777,Tutorial,2024-06-10 00:00:00
51661528-8230-475f-9759-9a3e98c19777,FirstAction,2024-06-11 00:00:00
51661528-8230-475f-9759-9a3e98c19777,Completed,2024-06-11 00:00:00
f780e39b-7f6c-4c15-87b6-9b0e986b6efa,SignUp,2023-09-15 00:00:00
f780e39b-7f6c-4c15-87b6-9b0e986b6efa,ProfileCreation,2023-09-17 00:00:00
f780e39b-7f6c-4c15-87b6-9b0e986b6efa,Tutorial,2023-09-18 00:00:00
f780e39b-7f6c-4c15-87b6-9b0e986b6efa,FirstAction,2023-09-21 00:00:00
f780e39b-7f6c-4c15-87b6-9b0e986b6efa,Completed,2023-09-24 00:00:00
225d4688-46dd-4e8b-b35e-2a3f627d966a,SignUp,2023-02-02 00:00:00
225d4688-46dd-4e8b-b35e-2a3f627d966a,ProfileCreation,2023-02-04 00:00:00
225d4688-46dd-4e8b-b35e-2a3f627d966a,Tutorial,2023-02-06 00:00:00
225d4688-46dd-4e8b-b35e-2a3f627d966a,FirstAction,2023-02-07 00:00:00
225d4688-46dd-4e8b-b35e-2a3f627d966a,Completed,2023-02-10 00:00:00
c81d22c7-5e8f-4aa0-b1df-1f71cec9be60,SignUp,2024-03-13 00:00:00
c81d22c7-5e8f-4aa0-b1df-1f71cec9be60,ProfileCreation,2024-03-16 00:00:00
c81d22c7-5e8f-4aa0-b1df-1f71cec9be60,Tutorial,2024-03-19 00:00:00
e8bf50c6-2f30-4de6-a6a5-813ba0711d28,SignUp,2024-06-24 00:00:00
f0b374fa-5d22-4cc3-a92a-9811d2e1c548,SignUp,2023-02-04 00:00:00
f0b374fa-5d22-4cc3-a92a-9811d2e1c548,ProfileCreation,2023-02-06 00:00:00
f0b374fa-5d22-4cc3-a92a-9811d2e1c548,Tutorial,2023-02-08 00:00:00
0b1569a8-7cf8-40f6-83c7-b48489e10b22,SignUp,2023-01-07 00:00:00
6719db32-b04d-46e5-9343-4f4bd9d02a15,SignUp,2024-04-30 00:00:00
6719db32-b04d-46e5-9343-4f4bd9d02a15,ProfileCreation,2024-05-01 00:00:00
6719db32-b04d-46e5-9343-4f4bd9d02a15,Tutorial,2024-05-01 00:00:00
6719db32-b04d-46e5-9343-4f4bd9d02a15,FirstAction,2024-05-04 00:00:00
6719db32-b04d-46e5-9343-4f4bd9d02a15,Completed,2024-05-07 00:00:00
cf15ca16-ee6d-458c-8c25-963c82614dba,SignUp,2023-02-25 00:00:00
cf15ca16-ee6d-458c-8c25-963c82614dba,ProfileCreation,2023-02-28 00:00:00
cf15ca16-ee6d-458c-8c25-963c82614dba,Tutorial,2023-02-28 00:00:00
cf15ca16-ee6d-458c-8c25-963c82614dba,FirstAction,2023-02-28 00:00:00
cf15ca16-ee6d-458c-8c25-963c82614dba,Completed,2023-03-03 00:00:00
a60e40c7-75b9-4dcf-8d45-a7056c6b261a,SignUp,2024-02-21 00:00:00
a60e40c7-75b9-4dcf-8d45-a7056c6b261a,ProfileCreation,2024-02-22 00:00:00
a60e40c7-75b9-4dcf-8d45-a7056c6b261a,Tutorial,2024-02-22 00:00:00
a60e40c7-75b9-4dcf-8d45-a7056c6b261a,FirstAction,2024-02-24 00:00:00
a60e40c7-75b9-4dcf-8d45-a7056c6b261a,Completed,2024-02-26 00:00:00
d5b1d666-c798-46a2-9bfa-c1f1c64a159d,SignUp,2023-03-17 00:00:00
d5b1d666-c798-46a2-9bfa-c1f1c64a159d,ProfileCreation,2023-03-17 00:00:00
d5b1d666-c798-46a2-9bfa-c1f1c64a159d,Tutorial,2023-03-20 00:00:00
d5b1d666-c798-46a2-9bfa-c1f1c64a159d,FirstAction,2023-03-23 00:00:00
d5b1d666-c798-46a2-9bfa-c1f1c64a159d,Completed,2023-03-24 00:00:00
34225374-e6e8-4ea6-8341-222f7ef7d607,SignUp,2023-02-23 00:00:00
34225374-e6e8-4ea6-8341-222f7ef7d607,ProfileCreation,2023-02-26 00:00:00
34225374-e6e8-4ea6-8341-222f7ef7d607,Tutorial,2023-02-26 00:00:00
34225374-e6e8-4ea6-8341-222f7ef7d607,FirstAction,2023-02-26 00:00:00
34225374-e6e8-4ea6-8341-222f7ef7d607,Completed,2023-02-28 00:00:00
2ffedda1-5490-4321-85ea-122ee89292b8,SignUp,2024-05-17 00:00:00
2ffedda1-5490-4321-85ea-122ee89292b8,ProfileCreation,2024-05-18 00:00:00
2ffedda1-5490-4321-85ea-122ee89292b8,Tutorial,2024-05-18 00:00:00
2ffedda1-5490-4321-85ea-122ee89292b8,FirstAction,2024-05-19 00:00:00
2ffedda1-5490-4321-85ea-122ee89292b8,Completed,2024-05-22 00:00:00
aeaa8b61-5980-4fcd-a902-ad03f7291451,SignUp,2023-05-05 00:00:00
aeaa8b61-5980-4fcd-a902-ad03f7291451,ProfileCreation,2023-05-05 00:00:00
aeaa8b61-5980-4fcd-a902-ad03f7291451,Tutorial,2023-05-05 00:00:00
aeaa8b61-5980-4fcd-a902-ad03f7291451,FirstAction,2023-05-06 00:00:00
aeaa8b61-5980-4fcd-a902-ad03f7291451,Completed,2023-05-08 00:00:00
fb4bed22-8517-4952-8ca2-6fc8c2ac0753,SignUp,2023-02-21 00:00:00
fb4bed22-8517-4952-8ca2-6fc8c2ac0753,ProfileCreation,2023-02-23 00:00:00
fb4bed22-8517-4952-8ca2-6fc8c2ac0753,Tutorial,2023-02-25 00:00:00
fb4bed22-8517-4952-8ca2-6fc8c2ac0753,FirstAction,2023-02-25 00:00:00
fb4bed22-8517-4952-8ca2-6fc8c2ac0753,Completed,2023-02-27 00:00:00
2cfe0224-8807-4d5b-9965-da0a3a7cbdc4,SignUp,2024-05-23 00:00:00
91230f01-0002-47d0-958c-96e98b1fbb70,SignUp,2024-06-30 00:00:00
91230f01-0002-47d0-958c-96e98b1fbb70,ProfileCreation,2024-07-01 00:00:00
b15a0854-7bc8-48aa-bdb0-9877880b0299,SignUp,2023-03-24 00:00:00
b15a0854-7bc8-48aa-bdb0-9877880b0299,ProfileCreation,2023-03-27 00:00:00
b15a0854-7bc8-48aa-bdb0-9877880b0299,Tutorial,2023-03-27 00:00:00
b15a0854-7bc8-48aa-bdb0-9877880b0299,FirstAction,2023-03-29 00:00:00
b15a0854-7bc8-48aa-bdb0-9877880b0299,Completed,2023-03-31 00:00:00
fda7fef3-835f-415a-bf18-bc66e59b55f8,SignUp,2023-08-07 00:00:00
fda7fef3-835f-415a-bf18-bc66e59b55f8,ProfileCreation,2023-08-08 00:00:00
237433f9-5282-443c-abbc-e41434ac27b4,SignUp,2023-03-25 00:00:00
237433f9-5282-443c-abbc-e41434ac27b4,ProfileCreation,2023-03-25 00:00:00
c9388222-70a1-46ba-a1a2-64d2578d9998,SignUp,2024-01-11 00:00:00
c9388222-70a1-46ba-a1a2-64d2578d9998,ProfileCreation,2024-01-11 00:00:00
c9388222-70a1-46ba-a1a2-64d2578d9998,Tutorial,2024-01-12 00:00:00
c9388222-70a1-46ba-a1a2-64d2578d9998,FirstAction,2024-01-14 00:00:00
c9388222-70a1-46ba-a1a2-64d2578d9998,Completed,2024-01-15 00:00:00
c76e88c7-eff1-4e1c-b75b-55f06364af13,SignUp,2024-01-28 00:00:00
c76e88c7-eff1-4e1c-b75b-55f06364af13,ProfileCreation,2024-01-30 00:00:00
c76e88c7-eff1-4e1c-b75b-55f06364af13,Tutorial,2024-01-30 00:00:00
c76e88c7-eff1-4e1c-b75b-55f06364af13,FirstAction,2024-01-30 00:00:00
c76e88c7-eff1-4e1c-b75b-55f06364af13,Completed,2024-01-31 00:00:00
32195fb4-6add-4302-9467-bcd4c8c5837a,SignUp,2023-06-24 00:00:00
32195fb4-6add-4302-9467-bcd4c8c5837a,ProfileCreation,2023-06-27 00:00:00
32195fb4-6add-4302-9467-bcd4c8c5837a,Tutorial,2023-06-27 00:00:00
32195fb4-6add-4302-9467-bcd4c8c5837a,FirstAction,2023-06-29 00:00:00
32195fb4-6add-4302-9467-bcd4c8c5837a,Completed,2023-06-29 00:00:00
f3f3674b-8960-4c3f-b8ec-5c26f92cd331,SignUp,2023-02-09 00:00:00
f3f3674b-8960-4c3f-b8ec-5c26f92cd331,ProfileCreation,2023-02-11 00:00:00
f3f3674b-8960-4c3f-b8ec-5c26f92cd331,Tutorial,2023-02-11 00:00:00
459defa0-9c98-4328-85e2-d063d42f4465,SignUp,2024-06-17 00:00:00
459defa0-9c98-4328-85e2-d063d42f4465,ProfileCreation,2024-06-17 00:00:00
fbaa4f1e-45ea-4497-8df2-bdd44fda456a,SignUp,2023-12-17 00:00:00
fbaa4f1e-45ea-4497-8df2-bdd44fda456a,ProfileCreation,2023-12-18 00:00:00
fbaa4f1e-45ea-4497-8df2-bdd44fda456a,Tutorial,2023-12-21 00:00:00
8c8b306d-5ab2-41a7-8cb5-999f2c63acc3,SignUp,2023-05-07 00:00:00
9d31888b-81c7-4d53-b133-25d7c820a2ca,SignUp,2023-03-10 00:00:00
9d31888b-81c7-4d53-b133-25d7c820a2ca,ProfileCreation,2023-03-11 00:00:00
9d31888b-81c7-4d53-b133-25d7c820a2ca,Tutorial,2023-03-11 00:00:00
2227a2e4-e7c3-4077-a02a-71448047c4b3,SignUp,2024-04-28 00:00:00
2227a2e4-e7c3-4077-a02a-71448047c4b3,ProfileCreation,2024-04-30 00:00:00
2227a2e4-e7c3-4077-a02a-71448047c4b3,Tutorial,2024-04-30 00:00:00
2227a2e4-e7c3-4077-a02a-71448047c4b3,FirstAction,2024-05-03 00:00:00
696f1674-eac7-45d0-9ce1-8252b7e72f96,SignUp,2024-06-30 00:00:00
696f1674-eac7-45d0-9ce1-8252b7e72f96,ProfileCreation,2024-07-03 00:00:00
696f1674-eac7-45d0-9ce1-8252b7e72f96,Tutorial,2024-07-06 00:00:00
